ORIGINAL FILENAME:
Qkl_171_chianti.ioneq_sun_coronal_1992_feldman_ext.abund.AIA-lastoptimizedWL-photons-Abund-1e-3-ALL-withCONTINUUM_Ne1E08_C71.extended.interpolated.out
Files used for ioneq and abundance:
chianti.ioneq
sun_coronal_1992_feldman_ext.abund
Ne, logEM:
  1.00000e+08      16.0000
Instr-fwhm, NTemp, w1, w2, w-bin, Nlambda
   0.00100000     535      85     100   0.00100000      15001.0
Renorm. Const for PHI:
     0.623323
       logTe[K]     Integral(d_lambda*Emissivity(lambda)*phi_peak1(lambda))/N_e^2    Sum/N_e^2
       5.4179774   1.9122803e-15      0.00000
       5.4222864   1.9246803e-15      0.00000
       5.4265954   1.9358181e-15      0.00000
       5.4309045   1.9469558e-15      0.00000
       5.4352135   1.9580936e-15      0.00000
       5.4395226   1.9692314e-15      0.00000
       5.4438316   1.9719933e-15      0.00000
       5.4481407   1.9668726e-15      0.00000
       5.4524497   1.9617518e-15      0.00000
       5.4567588   1.9566311e-15      0.00000
       5.4610678   1.9515103e-15      0.00000
       5.4653769   1.9454510e-15      0.00000
       5.4696859   1.9325850e-15      0.00000
       5.4739949   1.9197189e-15      0.00000
       5.4783040   1.9068528e-15      0.00000
       5.4826130   1.8939868e-15      0.00000
       5.4869221   1.8811207e-15      0.00000
       5.4912311   1.8730342e-15      0.00000
       5.4955402   1.8667398e-15      0.00000
       5.4998492   1.8604455e-15      0.00000
       5.5041583   1.8541512e-15      0.00000
       5.5084673   1.8478568e-15      0.00000
       5.5127763   1.8489042e-15      0.00000
       5.5170854   1.8646374e-15      0.00000
       5.5213944   1.8803706e-15      0.00000
       5.5257035   1.8961037e-15      0.00000
       5.5300125   1.9118369e-15      0.00000
       5.5343216   1.9275700e-15      0.00000
       5.5386306   1.9788598e-15      0.00000
       5.5429397   2.0324425e-15      0.00000
       5.5472487   2.0860253e-15      0.00000
       5.5515578   2.1396080e-15      0.00000
       5.5558668   2.1931907e-15      0.00000
       5.5601758   2.2745021e-15      0.00000
       5.5644849   2.3789229e-15      0.00000
       5.5687939   2.4833438e-15      0.00000
       5.5731030   2.5877647e-15      0.00000
       5.5774120   2.6921855e-15      0.00000
       5.5817211   2.8063331e-15      0.00000
       5.5860301   2.9749359e-15      0.00000
       5.5903392   3.1435388e-15      0.00000
       5.5946482   3.3121416e-15      0.00000
       5.5989572   3.4807445e-15      0.00000
       5.6032663   3.6493474e-15      0.00000
       5.6075753   3.8763696e-15      0.00000
       5.6118844   4.1220879e-15      0.00000
       5.6161934   4.3678062e-15      0.00000
       5.6205025   4.6135246e-15      0.00000
       5.6248115   4.8592429e-15      0.00000
       5.6291206   5.1381880e-15      0.00000
       5.6334296   5.4752700e-15      0.00000
       5.6377387   5.8123520e-15      0.00000
       5.6420477   6.1494340e-15      0.00000
       5.6463567   6.4865159e-15      0.00000
       5.6506658   6.8235979e-15      0.00000
       5.6549748   7.2600036e-15      0.00000
       5.6592839   7.6995143e-15      0.00000
       5.6635929   8.1390251e-15      0.00000
       5.6679020   8.5785359e-15      0.00000
       5.6722110   9.0180467e-15      0.00000
       5.6765201   9.5221332e-15      0.00000
       5.6808291   1.0073793e-14      0.00000
       5.6851381   1.0625452e-14      0.00000
       5.6894472   1.1177112e-14      0.00000
       5.6937562   1.1728771e-14      0.00000
       5.6980653   1.2205538e-14      0.00000
       5.7023743   1.2824773e-14      0.00000
       5.7066834   1.3465974e-14      0.00000
       5.7109924   1.4126132e-14      0.00000
       5.7153015   1.4805285e-14      0.00000
       5.7196105   1.5505234e-14      0.00000
       5.7239195   1.6229051e-14      0.00000
       5.7282286   1.6971391e-14      0.00000
       5.7325376   1.7731904e-14      0.00000
       5.7368467   1.8510171e-14      0.00000
       5.7411557   1.9308559e-14      0.00000
       5.7454648   2.0125697e-14      0.00000
       5.7497738   2.0957447e-14      0.00000
       5.7540829   2.1803011e-14      0.00000
       5.7583919   2.2661698e-14      0.00000
       5.7627010   2.3536045e-14      0.00000
       5.7670100   2.4423234e-14      0.00000
       5.7713190   2.5321309e-14      0.00000
       5.7756281   2.6229467e-14      0.00000
       5.7799371   2.7146837e-14      0.00000
       5.7842462   2.8074406e-14      0.00000
       5.7885552   2.9007518e-14      0.00000
       5.7928643   2.9944498e-14      0.00000
       5.7971733   3.0883618e-14      0.00000
       5.8014824   3.1822762e-14      0.00000
       5.8057914   3.2758691e-14      0.00000
       5.8101004   3.3690905e-14      0.00000
       5.8144095   3.4618508e-14      0.00000
       5.8187185   3.5540535e-14      0.00000
       5.8230276   3.6454488e-14      0.00000
       5.8273366   3.7357892e-14      0.00000
       5.8316457   3.8250399e-14      0.00000
       5.8359547   3.9130336e-14      0.00000
       5.8402638   3.9995941e-14      0.00000
       5.8445728   4.0840217e-14      0.00000
       5.8488819   4.1661304e-14      0.00000
       5.8531909   4.2459143e-14      0.00000
       5.8574999   4.3232367e-14      0.00000
       5.8618090   4.3980052e-14      0.00000
       5.8661180   4.4691778e-14      0.00000
       5.8704271   4.5374049e-14      0.00000
       5.8747361   4.6026381e-14      0.00000
       5.8790452   4.6647371e-14      0.00000
       5.8833542   4.7233613e-14      0.00000
       5.8876633   4.7773195e-14      0.00000
       5.8919723   4.8274141e-14      0.00000
       5.8962813   4.8734225e-14      0.00000
       5.9005904   4.9151256e-14      0.00000
       5.9048994   4.9516341e-14      0.00000
       5.9092085   4.9825034e-14      0.00000
       5.9135175   5.0087559e-14      0.00000
       5.9178266   5.0303743e-14      0.00000
       5.9221356   5.0473343e-14      0.00000
       5.9264447   5.0585191e-14      0.00000
       5.9307537   5.0642402e-14      0.00000
       5.9350628   5.0650554e-14      0.00000
       5.9393718   5.0608718e-14      0.00000
       5.9436808   5.0515864e-14      0.00000
       5.9479899   5.0353827e-14      0.00000
       5.9522989   5.0134481e-14      0.00000
       5.9566080   4.9861508e-14      0.00000
       5.9609170   4.9536084e-14      0.00000
       5.9652261   4.9158045e-14      0.00000
       5.9695351   4.8715202e-14      0.00000
       5.9738442   4.8225069e-14      0.00000
       5.9781532   4.7688503e-14      0.00000
       5.9824622   4.7106263e-14      0.00000
       5.9867713   4.6473735e-14      0.00000
       5.9910803   4.5786263e-14      0.00000
       5.9953894   4.5054950e-14      0.00000
       5.9996984   4.4280101e-14      0.00000
       6.0040075   4.3462479e-14      0.00000
       6.0083165   4.2596788e-14      0.00000
       6.0126256   4.1690739e-14      0.00000
       6.0169346   4.0753358e-14      0.00000
       6.0212436   3.9787250e-14      0.00000
       6.0255527   3.8794882e-14      0.00000
       6.0298617   3.7772781e-14      0.00000
       6.0341708   3.6728938e-14      0.00000
       6.0384798   3.5666756e-14      0.00000
       6.0427889   3.4587786e-14      0.00000
       6.0470979   3.3493225e-14      0.00000
       6.0514070   3.2380663e-14      0.00000
       6.0557160   3.1258581e-14      0.00000
       6.0600251   3.0130437e-14      0.00000
       6.0643341   2.8999525e-14      0.00000
       6.0686431   2.7869403e-14      0.00000
       6.0729522   2.6745192e-14      0.00000
       6.0772612   2.5628637e-14      0.00000
       6.0815703   2.4521532e-14      0.00000
       6.0858793   2.3425531e-14      0.00000
       6.0901884   2.2344859e-14      0.00000
       6.0944974   2.1281567e-14      0.00000
       6.0988065   2.0234271e-14      0.00000
       6.1031155   1.9204288e-14      0.00000
       6.1074245   1.8193227e-14      0.00000
       6.1117336   1.7210570e-14      0.00000
       6.1160426   1.6255259e-14      0.00000
       6.1203517   1.5326559e-14      0.00000
       6.1246607   1.4425577e-14      0.00000
       6.1289698   1.3553214e-14      0.00000
       6.1332788   1.2720895e-14      0.00000
       6.1375879   1.1918584e-14      0.00000
       6.1418969   1.1146250e-14      0.00000
       6.1462060   1.0403903e-14      0.00000
       6.1505150   9.6937292e-15      0.00000
       6.1548240   9.0218330e-15      0.00000
       6.1591331   8.3804500e-15      0.00000
       6.1634421   7.7698075e-15      0.00000
       6.1677512   7.1899858e-15      0.00000
       6.1720602   6.6458451e-15      0.00000
       6.1763693   6.1376461e-15      0.00000
       6.1806783   5.6587005e-15      0.00000
       6.1849874   5.2083165e-15      0.00000
       6.1892964   4.7857605e-15      0.00000
       6.1936054   4.3965648e-15      0.00000
       6.1979145   4.0355320e-15      0.00000
       6.2022235   3.6988593e-15      0.00000
       6.2065326   3.3858734e-15      0.00000
       6.2108416   3.0960012e-15      0.00000
       6.2151507   2.8356752e-15      0.00000
       6.2194597   2.5968171e-15      0.00000
       6.2237688   2.3779779e-15      0.00000
       6.2280778   2.1782849e-15      0.00000
       6.2323869   1.9978238e-15      0.00000
       6.2366959   1.8391813e-15      0.00000
       6.2410049   1.6959189e-15      0.00000
       6.2453140   1.5671637e-15      0.00000
       6.2496230   1.4520512e-15      0.00000
       6.2539321   1.3513634e-15      0.00000
       6.2582411   1.2647317e-15      0.00000
       6.2625502   1.1887720e-15      0.00000
       6.2668592   1.1228156e-15      0.00000
       6.2711683   1.0661838e-15      0.00000
       6.2754773   1.0198820e-15      0.00000
       6.2797863   9.8190532e-16      0.00000
       6.2840954   9.5050147e-16      0.00000
       6.2884044   9.2503818e-16      0.00000
       6.2927135   9.0489596e-16      0.00000
       6.2970225   8.9057972e-16      0.00000
       6.3013316   8.7997489e-16      0.00000
       6.3056406   8.7242058e-16      0.00000
       6.3099497   8.6748852e-16      0.00000
       6.3142587   8.6484523e-16      0.00000
       6.3185678   8.6432296e-16      0.00000
       6.3228768   8.6485048e-16      0.00000
       6.3271858   8.6607747e-16      0.00000
       6.3314949   8.6766192e-16      0.00000
       6.3358039   8.6920465e-16      0.00000
       6.3401130   8.7009746e-16      0.00000
       6.3444220   8.7006319e-16      0.00000
       6.3487311   8.6882667e-16      0.00000
       6.3530401   8.6613922e-16      0.00000
       6.3573492   8.6141202e-16      0.00000
       6.3616582   8.5460236e-16      0.00000
       6.3659672   8.4591886e-16      0.00000
       6.3702763   8.3531902e-16      0.00000
       6.3745853   8.2276845e-16      0.00000
       6.3788944   8.0765434e-16      0.00000
       6.3832034   7.9042268e-16      0.00000
       6.3875125   7.7122095e-16      0.00000
       6.3918215   7.5007251e-16      0.00000
       6.3961306   7.2697411e-16      0.00000
       6.4004396   7.0141229e-16      0.00000
       6.4047486   6.7425136e-16      0.00000
       6.4090577   6.4577226e-16      0.00000
       6.4133667   6.1625422e-16      0.00000
       6.4176758   5.8593608e-16      0.00000
       6.4219848   5.5517649e-16      0.00000
       6.4262939   5.2435610e-16      0.00000
       6.4306029   4.9365559e-16      0.00000
       6.4349120   4.6324280e-16      0.00000
       6.4392210   4.3339811e-16      0.00000
       6.4435301   4.0433211e-16      0.00000
       6.4478391   3.7605725e-16      0.00000
       6.4521481   3.4866932e-16      0.00000
       6.4564572   3.2226675e-16      0.00000
       6.4607662   2.9734832e-16      0.00000
       6.4650753   2.7384251e-16      0.00000
       6.4693843   2.5168712e-16      0.00000
       6.4736934   2.3090889e-16      0.00000
       6.4780024   2.1152002e-16      0.00000
       6.4823115   1.9399441e-16      0.00000
       6.4866205   1.7779253e-16      0.00000
       6.4909295   1.6286834e-16      0.00000
       6.4952386   1.4917413e-16      0.00000
       6.4995476   1.3674883e-16      0.00000
       6.5038567   1.2570784e-16      0.00000
       6.5081657   1.1567158e-16      0.00000
       6.5124748   1.0658489e-16      0.00000
       6.5167838   9.8392158e-17      0.00000
       6.5210929   9.1162233e-17      0.00000
       6.5254019   8.4813018e-17      0.00000
       6.5297110   7.9134679e-17      0.00000
       6.5340200   7.4077468e-17      0.00000
       6.5383290   6.9593217e-17      0.00000
       6.5426381   6.5747937e-17      0.00000
       6.5469471   6.2393860e-17      0.00000
       6.5512562   5.9439090e-17      0.00000
       6.5555652   5.6847927e-17      0.00000
       6.5598743   5.4586407e-17      0.00000
       6.5641833   5.2705755e-17      0.00000
       6.5684924   5.1073213e-17      0.00000
       6.5728014   4.9659078e-17      0.00000
       6.5771104   4.8440913e-17      0.00000
       6.5814195   4.7406391e-17      0.00000
       6.5857285   4.6557991e-17      0.00000
       6.5900376   4.5827968e-17      0.00000
       6.5943466   4.5200812e-17      0.00000
       6.5986557   4.4661638e-17      0.00000
       6.6029647   4.4203871e-17      0.00000
       6.6072738   4.3810896e-17      0.00000
       6.6115828   4.3459567e-17      0.00000
       6.6158919   4.3141909e-17      0.00000
       6.6202009   4.2850370e-17      0.00000
       6.6245099   4.2579524e-17      0.00000
       6.6288190   4.2316760e-17      0.00000
       6.6331280   4.2054535e-17      0.00000
       6.6374371   4.1787636e-17      0.00000
       6.6417461   4.1511049e-17      0.00000
       6.6460552   4.1212528e-17      0.00000
       6.6503642   4.0889786e-17      0.00000
       6.6546733   4.0541500e-17      0.00000
       6.6589823   4.0166527e-17      0.00000
       6.6632913   3.9763565e-17      0.00000
       6.6676004   3.9325589e-17      0.00000
       6.6719094   3.8861442e-17      0.00000
       6.6762185   3.8371430e-17      0.00000
       6.6805275   3.7855862e-17      0.00000
       6.6848366   3.7311908e-17      0.00000
       6.6891456   3.6737584e-17      0.00000
       6.6934547   3.6139097e-17      0.00000
       6.6977637   3.5516803e-17      0.00000
       6.7020727   3.4871379e-17      0.00000
       6.7063818   3.4200636e-17      0.00000
       6.7106908   3.3512707e-17      0.00000
       6.7149999   3.2814146e-17      0.00000
       6.7193089   3.2108072e-17      0.00000
       6.7236180   3.1397376e-17      0.00000
       6.7279270   3.0685678e-17      0.00000
       6.7322361   2.9976606e-17      0.00000
       6.7365451   2.9271866e-17      0.00000
       6.7408542   2.8572964e-17      0.00000
       6.7451632   2.7881450e-17      0.00000
       6.7494722   2.7201727e-17      0.00000
       6.7537813   2.6532747e-17      0.00000
       6.7580903   2.5876935e-17      0.00000
       6.7623994   2.5236532e-17      0.00000
       6.7667084   2.4615680e-17      0.00000
       6.7710175   2.4019697e-17      0.00000
       6.7753265   2.3444772e-17      0.00000
       6.7796356   2.2891412e-17      0.00000
       6.7839446   2.2359963e-17      0.00000
       6.7882536   2.1854797e-17      0.00000
       6.7925627   2.1374970e-17      0.00000
       6.7968717   2.0916284e-17      0.00000
       6.8011808   2.0478282e-17      0.00000
       6.8054898   2.0060550e-17      0.00000
       6.8097989   1.9668742e-17      0.00000
       6.8141079   1.9298804e-17      0.00000
       6.8184170   1.8948827e-17      0.00000
       6.8227260   1.8618489e-17      0.00000
       6.8270351   1.8307441e-17      0.00000
       6.8313441   1.8021608e-17      0.00000
       6.8356531   1.7753444e-17      0.00000
       6.8399622   1.7502344e-17      0.00000
       6.8442712   1.7267674e-17      0.00000
       6.8485803   1.7050072e-17      0.00000
       6.8528893   1.6851174e-17      0.00000
       6.8571984   1.6666573e-17      0.00000
       6.8615074   1.6496104e-17      0.00000
       6.8658165   1.6339599e-17      0.00000
       6.8701255   1.6199157e-17      0.00000
       6.8744345   1.6074445e-17      0.00000
       6.8787436   1.5962517e-17      0.00000
       6.8830526   1.5862967e-17      0.00000
       6.8873617   1.5775362e-17      0.00000
       6.8916707   1.5701923e-17      0.00000
       6.8959798   1.5639903e-17      0.00000
       6.9002888   1.5587504e-17      0.00000
       6.9045979   1.5544210e-17      0.00000
       6.9089069   1.5509584e-17      0.00000
       6.9132160   1.5485962e-17      0.00000
       6.9175250   1.5470041e-17      0.00000
       6.9218340   1.5461200e-17      0.00000
       6.9261431   1.5458926e-17      0.00000
       6.9304521   1.5463008e-17      0.00000
       6.9347612   1.5473491e-17      0.00000
       6.9390702   1.5487861e-17      0.00000
       6.9433793   1.5505315e-17      0.00000
       6.9476883   1.5525016e-17      0.00000
       6.9519974   1.5546028e-17      0.00000
       6.9563064   1.5567080e-17      0.00000
       6.9606154   1.5587567e-17      0.00000
       6.9649245   1.5607026e-17      0.00000
       6.9692335   1.5624982e-17      0.00000
       6.9735426   1.5640229e-17      0.00000
       6.9778516   1.5652077e-17      0.00000
       6.9821607   1.5660215e-17      0.00000
       6.9864697   1.5664045e-17      0.00000
       6.9907788   1.5662957e-17      0.00000
       6.9950878   1.5654065e-17      0.00000
       6.9993969   1.5637949e-17      0.00000
       7.0037059   1.5614404e-17      0.00000
       7.0080149   1.5583210e-17      0.00000
       7.0123240   1.5544009e-17      0.00000
       7.0166330   1.5494866e-17      0.00000
       7.0209421   1.5438198e-17      0.00000
       7.0252511   1.5374023e-17      0.00000
       7.0295602   1.5302341e-17      0.00000
       7.0338692   1.5222119e-17      0.00000
       7.0381783   1.5132589e-17      0.00000
       7.0424873   1.5035401e-17      0.00000
       7.0467963   1.4930477e-17      0.00000
       7.0511054   1.4817784e-17      0.00000
       7.0554144   1.4695823e-17      0.00000
       7.0597235   1.4566405e-17      0.00000
       7.0640325   1.4431340e-17      0.00000
       7.0683416   1.4291289e-17      0.00000
       7.0726506   1.4146870e-17      0.00000
       7.0769597   1.3997805e-17      0.00000
       7.0812687   1.3845729e-17      0.00000
       7.0855777   1.3691217e-17      0.00000
       7.0898868   1.3534608e-17      0.00000
       7.0941958   1.3376170e-17      0.00000
       7.0985049   1.3215841e-17      0.00000
       7.1028139   1.3054510e-17      0.00000
       7.1071230   1.2892809e-17      0.00000
       7.1114320   1.2731382e-17      0.00000
       7.1157411   1.2571098e-17      0.00000
       7.1200501   1.2413072e-17      0.00000
       7.1243592   1.2257377e-17      0.00000
       7.1286682   1.2104295e-17      0.00000
       7.1329772   1.1954067e-17      0.00000
       7.1372863   1.1807531e-17      0.00000
       7.1415953   1.1664743e-17      0.00000
       7.1459044   1.1525206e-17      0.00000
       7.1502134   1.1388925e-17      0.00000
       7.1545225   1.1255910e-17      0.00000
       7.1588315   1.1127347e-17      0.00000
       7.1631406   1.1002773e-17      0.00000
       7.1674496   1.0881981e-17      0.00000
       7.1717586   1.0765039e-17      0.00000
       7.1760677   1.0652042e-17      0.00000
       7.1803767   1.0543489e-17      0.00000
       7.1846858   1.0438897e-17      0.00000
       7.1889948   1.0338127e-17      0.00000
       7.1933039   1.0241167e-17      0.00000
       7.1976129   1.0147690e-17      0.00000
       7.2019220   1.0057449e-17      0.00000
       7.2062310   9.9703908e-18      0.00000
       7.2105401   9.8864130e-18      0.00000
       7.2148491   9.8054916e-18      0.00000
       7.2191581   9.7274407e-18      0.00000
       7.2234672   9.6521895e-18      0.00000
       7.2277762   9.5796092e-18      0.00000
       7.2320853   9.5095503e-18      0.00000
       7.2363943   9.4420091e-18      0.00000
       7.2407034   9.3766682e-18      0.00000
       7.2450124   9.3134102e-18      0.00000
       7.2493215   9.2521951e-18      0.00000
       7.2536305   9.1928470e-18      0.00000
       7.2579395   9.1353093e-18      0.00000
       7.2622486   9.0794761e-18      0.00000
       7.2665576   9.0252654e-18      0.00000
       7.2708667   8.9726091e-18      0.00000
       7.2751757   8.9214453e-18      0.00000
       7.2794848   8.8717064e-18      0.00000
       7.2837938   8.8231717e-18      0.00000
       7.2881029   8.7759707e-18      0.00000
       7.2924119   8.7298919e-18      0.00000
       7.2967210   8.6849211e-18      0.00000
       7.3010300   8.6409909e-18      0.00000
