ORIGINAL FILENAME:
Qkl_335_chianti.ioneq_sun_coronal_1992_feldman_ext.abund.AIA-lastoptimizedWL-photons-Abund-1e-3-ALL-withCONTINUUM_Ne1E08_C71.extended.interpolated.out
Files used for ioneq and abundance:
chianti.ioneq
sun_coronal_1992_feldman_ext.abund
Ne, logEM:
  1.00000e+08      16.0000
Instr-fwhm, NTemp, w1, w2, w-bin, Nlambda
   0.00100000     535      85     100   0.00100000      15001.0
Renorm. Const for PHI:
     0.623323
       logTe[K]     Integral(d_lambda*Emissivity(lambda)*phi_peak1(lambda))/N_e^2    Sum/N_e^2
       5.6635929   5.2449886e-15      0.00000
       5.6679020   5.3039941e-15      0.00000
       5.6722110   5.3629996e-15      0.00000
       5.6765201   5.4208913e-15      0.00000
       5.6808291   5.4779623e-15      0.00000
       5.6851381   5.5350333e-15      0.00000
       5.6894472   5.5921043e-15      0.00000
       5.6937562   5.6491753e-15      0.00000
       5.6980653   5.7052997e-15      0.00000
       5.7023743   5.7571640e-15      0.00000
       5.7066834   5.8090282e-15      0.00000
       5.7109924   5.8608925e-15      0.00000
       5.7153015   5.9127567e-15      0.00000
       5.7196105   5.9646210e-15      0.00000
       5.7239195   6.0119466e-15      0.00000
       5.7282286   6.0580507e-15      0.00000
       5.7325376   6.1041548e-15      0.00000
       5.7368467   6.1502589e-15      0.00000
       5.7411557   6.1963630e-15      0.00000
       5.7454648   6.2391752e-15      0.00000
       5.7497738   6.2769230e-15      0.00000
       5.7540829   6.3146708e-15      0.00000
       5.7583919   6.3524187e-15      0.00000
       5.7627010   6.3901665e-15      0.00000
       5.7670100   6.4279147e-15      0.00000
       5.7713190   6.4587086e-15      0.00000
       5.7756281   6.4895026e-15      0.00000
       5.7799371   6.5202965e-15      0.00000
       5.7842462   6.5510905e-15      0.00000
       5.7885552   6.5818845e-15      0.00000
       5.7928643   6.6087592e-15      0.00000
       5.7971733   6.6330865e-15      0.00000
       5.8014824   6.6574139e-15      0.00000
       5.8057914   6.6817412e-15      0.00000
       5.8101004   6.7060686e-15      0.00000
       5.8144095   6.7294222e-15      0.00000
       5.8187185   6.7491583e-15      0.00000
       5.8230276   6.7688943e-15      0.00000
       5.8273366   6.7886303e-15      0.00000
       5.8316457   6.8083664e-15      0.00000
       5.8359547   6.8281024e-15      0.00000
       5.8402638   6.8443902e-15      0.00000
       5.8445728   6.8599119e-15      0.00000
       5.8488819   6.8754336e-15      0.00000
       5.8531909   6.8909552e-15      0.00000
       5.8574999   6.9064769e-15      0.00000
       5.8618090   6.9192969e-15      0.00000
       5.8661180   6.9284498e-15      0.00000
       5.8704271   6.9376027e-15      0.00000
       5.8747361   6.9467556e-15      0.00000
       5.8790452   6.9559085e-15      0.00000
       5.8833542   6.9648172e-15      0.00000
       5.8876633   6.9659160e-15      0.00000
       5.8919723   6.9670149e-15      0.00000
       5.8962813   6.9681137e-15      0.00000
       5.9005904   6.9692126e-15      0.00000
       5.9048994   6.9703114e-15      0.00000
       5.9092085   6.9642934e-15      0.00000
       5.9135175   6.9542080e-15      0.00000
       5.9178266   6.9441227e-15      0.00000
       5.9221356   6.9340374e-15      0.00000
       5.9264447   6.9239521e-15      0.00000
       5.9307537   6.9112880e-15      0.00000
       5.9350628   6.8905666e-15      0.00000
       5.9393718   6.8698452e-15      0.00000
       5.9436808   6.8491238e-15      0.00000
       5.9479899   6.8284024e-15      0.00000
       5.9522989   6.8076810e-15      0.00000
       5.9566080   6.7772893e-15      0.00000
       5.9609170   6.7451705e-15      0.00000
       5.9652261   6.7130517e-15      0.00000
       5.9695351   6.6809329e-15      0.00000
       5.9738442   6.6488141e-15      0.00000
       5.9781532   6.6137700e-15      0.00000
       5.9824622   6.5752158e-15      0.00000
       5.9867713   6.5366617e-15      0.00000
       5.9910803   6.4981076e-15      0.00000
       5.9953894   6.4595535e-15      0.00000
       5.9996984   6.4206503e-15      0.00000
       6.0040075   6.3763356e-15      0.00000
       6.0083165   6.3320208e-15      0.00000
       6.0126256   6.2877061e-15      0.00000
       6.0169346   6.2433913e-15      0.00000
       6.0212436   6.1990766e-15      0.00000
       6.0255527   6.1547512e-15      0.00000
       6.0298617   6.1104205e-15      0.00000
       6.0341708   6.0660897e-15      0.00000
       6.0384798   6.0217590e-15      0.00000
       6.0427889   5.9774283e-15      0.00000
       6.0470979   5.9324147e-15      0.00000
       6.0514070   5.8855801e-15      0.00000
       6.0557160   5.8387455e-15      0.00000
       6.0600251   5.7919109e-15      0.00000
       6.0643341   5.7450763e-15      0.00000
       6.0686431   5.6982417e-15      0.00000
       6.0729522   5.6492311e-15      0.00000
       6.0772612   5.5999203e-15      0.00000
       6.0815703   5.5506094e-15      0.00000
       6.0858793   5.5012986e-15      0.00000
       6.0901884   5.4519877e-15      0.00000
       6.0944974   5.3999581e-15      0.00000
       6.0988065   5.3450398e-15      0.00000
       6.1031155   5.2901214e-15      0.00000
       6.1074245   5.2352031e-15      0.00000
       6.1117336   5.1802848e-15      0.00000
       6.1160426   5.1252096e-15      0.00000
       6.1203517   5.0685649e-15      0.00000
       6.1246607   5.0119203e-15      0.00000
       6.1289698   4.9552756e-15      0.00000
       6.1332788   4.8986310e-15      0.00000
       6.1375879   4.8419863e-15      0.00000
       6.1418969   4.7874360e-15      0.00000
       6.1462060   4.7341401e-15      0.00000
       6.1505150   4.6819813e-15      0.00000
       6.1548240   4.6316919e-15      0.00000
       6.1591331   4.5830688e-15      0.00000
       6.1634421   4.5385612e-15      0.00000
       6.1677512   4.4958107e-15      0.00000
       6.1720602   4.4601700e-15      0.00000
       6.1763693   4.4257503e-15      0.00000
       6.1806783   4.4014026e-15      0.00000
       6.1849874   4.3772884e-15      0.00000
       6.1892964   4.3659201e-15      0.00000
       6.1936054   4.3545517e-15      0.00000
       6.1979145   4.3559758e-15      0.00000
       6.2022235   4.3583928e-15      0.00000
       6.2065326   4.3733705e-15      0.00000
       6.2108416   4.3907774e-15      0.00000
       6.2151507   4.4212866e-15      0.00000
       6.2194597   4.4562120e-15      0.00000
       6.2237688   4.5037741e-15      0.00000
       6.2280778   4.5579074e-15      0.00000
       6.2323869   4.6231882e-15      0.00000
       6.2366959   4.6969561e-15      0.00000
       6.2410049   4.7795246e-15      0.00000
       6.2453140   4.8717148e-15      0.00000
       6.2496230   4.9699269e-15      0.00000
       6.2539321   5.0776498e-15      0.00000
       6.2582411   5.1897561e-15      0.00000
       6.2625502   5.3122048e-15      0.00000
       6.2668592   5.4376426e-15      0.00000
       6.2711683   5.5744873e-15      0.00000
       6.2754773   5.7127720e-15      0.00000
       6.2797863   5.8618724e-15      0.00000
       6.2840954   6.0111862e-15      0.00000
       6.2884044   6.1680578e-15      0.00000
       6.2927135   6.3249295e-15      0.00000
       6.2970225   6.4821515e-15      0.00000
       6.3013316   6.6393968e-15      0.00000
       6.3056406   6.7909643e-15      0.00000
       6.3099497   6.9415094e-15      0.00000
       6.3142587   7.0858620e-15      0.00000
       6.3185678   7.2282309e-15      0.00000
       6.3228768   7.3641007e-15      0.00000
       6.3271858   7.4967293e-15      0.00000
       6.3314949   7.6221593e-15      0.00000
       6.3358039   7.7423169e-15      0.00000
       6.3401130   7.8544425e-15      0.00000
       6.3444220   7.9581139e-15      0.00000
       6.3487311   8.0532841e-15      0.00000
       6.3530401   8.1355505e-15      0.00000
       6.3573492   8.2120690e-15      0.00000
       6.3616582   8.2756205e-15      0.00000
       6.3659672   8.3264281e-15      0.00000
       6.3702763   8.3691960e-15      0.00000
       6.3745853   8.4040932e-15      0.00000
       6.3788944   8.4283831e-15      0.00000
       6.3832034   8.4438599e-15      0.00000
       6.3875125   8.4523270e-15      0.00000
       6.3918215   8.4535843e-15      0.00000
       6.3961306   8.4441692e-15      0.00000
       6.4004396   8.4281833e-15      0.00000
       6.4047486   8.4057804e-15      0.00000
       6.4090577   8.3753232e-15      0.00000
       6.4133667   8.3376956e-15      0.00000
       6.4176758   8.2950291e-15      0.00000
       6.4219848   8.2475365e-15      0.00000
       6.4262939   8.1931502e-15      0.00000
       6.4306029   8.1347227e-15      0.00000
       6.4349120   8.0725786e-15      0.00000
       6.4392210   8.0061425e-15      0.00000
       6.4435301   7.9352536e-15      0.00000
       6.4478391   7.8613993e-15      0.00000
       6.4521481   7.7846796e-15      0.00000
       6.4564572   7.7040420e-15      0.00000
       6.4607662   7.6209185e-15      0.00000
       6.4650753   7.5357818e-15      0.00000
       6.4693843   7.4485590e-15      0.00000
       6.4736934   7.3590699e-15      0.00000
       6.4780024   7.2683042e-15      0.00000
       6.4823115   7.1763475e-15      0.00000
       6.4866205   7.0829331e-15      0.00000
       6.4909295   6.9884861e-15      0.00000
       6.4952386   6.8932760e-15      0.00000
       6.4995476   6.7973240e-15      0.00000
       6.5038567   6.7005491e-15      0.00000
       6.5081657   6.6032284e-15      0.00000
       6.5124748   6.5055547e-15      0.00000
       6.5167838   6.4076129e-15      0.00000
       6.5210929   6.3095440e-15      0.00000
       6.5254019   6.2114450e-15      0.00000
       6.5297110   6.1133961e-15      0.00000
       6.5340200   6.0154634e-15      0.00000
       6.5383290   5.9177006e-15      0.00000
       6.5426381   5.8201482e-15      0.00000
       6.5469471   5.7228337e-15      0.00000
       6.5512562   5.6257789e-15      0.00000
       6.5555652   5.5290293e-15      0.00000
       6.5598743   5.4326613e-15      0.00000
       6.5641833   5.3367532e-15      0.00000
       6.5684924   5.2413706e-15      0.00000
       6.5728014   5.1465674e-15      0.00000
       6.5771104   5.0523849e-15      0.00000
       6.5814195   4.9588557e-15      0.00000
       6.5857285   4.8660029e-15      0.00000
       6.5900376   4.7738389e-15      0.00000
       6.5943466   4.6823701e-15      0.00000
       6.5986557   4.5915944e-15      0.00000
       6.6029647   4.5015070e-15      0.00000
       6.6072738   4.4121584e-15      0.00000
       6.6115828   4.3235971e-15      0.00000
       6.6158919   4.2358360e-15      0.00000
       6.6202009   4.1488788e-15      0.00000
       6.6245099   4.0627420e-15      0.00000
       6.6288190   3.9774351e-15      0.00000
       6.6331280   3.8930462e-15      0.00000
       6.6374371   3.8095213e-15      0.00000
       6.6417461   3.7268168e-15      0.00000
       6.6460552   3.6449191e-15      0.00000
       6.6503642   3.5638097e-15      0.00000
       6.6546733   3.4835595e-15      0.00000
       6.6589823   3.4041665e-15      0.00000
       6.6632913   3.3256324e-15      0.00000
       6.6676004   3.2479847e-15      0.00000
       6.6719094   3.1712440e-15      0.00000
       6.6762185   3.0955101e-15      0.00000
       6.6805275   3.0207502e-15      0.00000
       6.6848366   2.9469188e-15      0.00000
       6.6891456   2.8740101e-15      0.00000
       6.6934547   2.8020146e-15      0.00000
       6.6977637   2.7116598e-15      0.00000
       6.7020727   2.6417289e-15      0.00000
       6.7063818   2.5728252e-15      0.00000
       6.7106908   2.5049503e-15      0.00000
       6.7149999   2.4380065e-15      0.00000
       6.7193089   2.3720098e-15      0.00000
       6.7236180   2.3069708e-15      0.00000
       6.7279270   2.2432112e-15      0.00000
       6.7322361   2.1805003e-15      0.00000
       6.7365451   2.1187753e-15      0.00000
       6.7408542   2.0580328e-15      0.00000
       6.7451632   1.9982897e-15      0.00000
       6.7494722   1.9398352e-15      0.00000
       6.7537813   1.8823385e-15      0.00000
       6.7580903   1.8258308e-15      0.00000
       6.7623994   1.7703377e-15      0.00000
       6.7667084   1.7159901e-15      0.00000
       6.7710175   1.6629738e-15      0.00000
       6.7753265   1.6110340e-15      0.00000
       6.7796356   1.5601768e-15      0.00000
       6.7839446   1.5104067e-15      0.00000
       6.7882536   1.4619372e-15      0.00000
       6.7925627   1.4147374e-15      0.00000
       6.7968717   1.3686196e-15      0.00000
       6.8011808   1.3235837e-15      0.00000
       6.8054898   1.2796347e-15      0.00000
       6.8097989   1.2371317e-15      0.00000
       6.8141079   1.1959069e-15      0.00000
       6.8184170   1.1558928e-15      0.00000
       6.8227260   1.1171094e-15      0.00000
       6.8270351   1.0795754e-15      0.00000
       6.8313441   1.0437752e-15      0.00000
       6.8356531   1.0092651e-15      0.00000
       6.8399622   9.7605233e-16      0.00000
       6.8442712   9.4414217e-16      0.00000
       6.8485803   9.1365423e-16      0.00000
       6.8528893   8.8483870e-16      0.00000
       6.8571984   8.5737487e-16      0.00000
       6.8615074   8.3129428e-16      0.00000
       6.8658165   8.0662720e-16      0.00000
       6.8701255   7.8365605e-16      0.00000
       6.8744345   7.6243537e-16      0.00000
       6.8787436   7.4270330e-16      0.00000
       6.8830526   7.2446671e-16      0.00000
       6.8873617   7.0773013e-16      0.00000
       6.8916707   6.9287952e-16      0.00000
       6.8959798   6.7966603e-16      0.00000
       6.9002888   6.6791936e-16      0.00000
       6.9045979   6.5763511e-16      0.00000
       6.9089069   6.4881590e-16      0.00000
       6.9132160   6.4198930e-16      0.00000
       6.9175250   6.3667192e-16      0.00000
       6.9218340   6.3282779e-16      0.00000
       6.9261431   6.3044173e-16      0.00000
       6.9304521   6.2958783e-16      0.00000
       6.9347612   6.3052327e-16      0.00000
       6.9390702   6.3277424e-16      0.00000
       6.9433793   6.3628189e-16      0.00000
       6.9476883   6.4098045e-16      0.00000
       6.9519974   6.4694416e-16      0.00000
       6.9563064   6.5411481e-16      0.00000
       6.9606154   6.6222773e-16      0.00000
       6.9649245   6.7123181e-16      0.00000
       6.9692335   6.8107084e-16      0.00000
       6.9735426   6.9183041e-16      0.00000
       6.9778516   7.0328286e-16      0.00000
       6.9821607   7.1523931e-16      0.00000
       6.9864697   7.2759542e-16      0.00000
       6.9907788   7.4024037e-16      0.00000
       6.9950878   7.5301618e-16      0.00000
       6.9993969   7.6566392e-16      0.00000
       7.0037059   7.7805641e-16      0.00000
       7.0080149   7.9009651e-16      0.00000
       7.0123240   8.0168970e-16      0.00000
       7.0166330   8.1257542e-16      0.00000
       7.0209421   8.2280674e-16      0.00000
       7.0252511   8.3229969e-16      0.00000
       7.0295602   8.4096784e-16      0.00000
       7.0338692   8.4857798e-16      0.00000
       7.0381783   8.5485214e-16      0.00000
       7.0424873   8.5989919e-16      0.00000
       7.0467963   8.6361176e-16      0.00000
       7.0511054   8.6588859e-16      0.00000
       7.0554144   8.6628801e-16      0.00000
       7.0597235   8.6495457e-16      0.00000
       7.0640325   8.6214343e-16      0.00000
       7.0683416   8.5788427e-16      0.00000
       7.0726506   8.5220559e-16      0.00000
       7.0769597   8.4472665e-16      0.00000
       7.0812687   8.3582634e-16      0.00000
       7.0855777   8.2560487e-16      0.00000
       7.0898868   8.1408199e-16      0.00000
       7.0941958   8.0124119e-16      0.00000
       7.0985049   7.8672387e-16      0.00000
       7.1028139   7.7100202e-16      0.00000
       7.1071230   7.5418795e-16      0.00000
       7.1114320   7.3640213e-16      0.00000
       7.1157411   7.1770262e-16      0.00000
       7.1200501   6.9820082e-16      0.00000
       7.1243592   6.7819562e-16      0.00000
       7.1286682   6.5777634e-16      0.00000
       7.1329772   6.3702674e-16      0.00000
       7.1372863   6.1599855e-16      0.00000
       7.1415953   5.9481572e-16      0.00000
       7.1459044   5.7356701e-16      0.00000
       7.1502134   5.5230319e-16      0.00000
       7.1545225   5.3107730e-16      0.00000
       7.1588315   5.1004434e-16      0.00000
       7.1631406   4.8930682e-16      0.00000
       7.1674496   4.6891326e-16      0.00000
       7.1717586   4.4891774e-16      0.00000
       7.1760677   4.2937173e-16      0.00000
       7.1803767   4.1042212e-16      0.00000
       7.1846858   3.9204884e-16      0.00000
       7.1889948   3.7426934e-16      0.00000
       7.1933039   3.5712394e-16      0.00000
       7.1976129   3.4056414e-16      0.00000
       7.2019220   3.2466783e-16      0.00000
       7.2062310   3.0936778e-16      0.00000
       7.2105401   2.9469842e-16      0.00000
       7.2148491   2.8067669e-16      0.00000
       7.2191581   2.6728430e-16      0.00000
       7.2234672   2.5452281e-16      0.00000
       7.2277762   2.4237943e-16      0.00000
       7.2320853   2.3083406e-16      0.00000
       7.2363943   2.1989230e-16      0.00000
       7.2407034   2.0950160e-16      0.00000
       7.2450124   1.9964393e-16      0.00000
       7.2493215   1.9031319e-16      0.00000
       7.2536305   1.8147582e-16      0.00000
       7.2579395   1.7311954e-16      0.00000
       7.2622486   1.6522070e-16      0.00000
       7.2665576   1.5775753e-16      0.00000
       7.2708667   1.5071490e-16      0.00000
       7.2751757   1.4407130e-16      0.00000
       7.2794848   1.3780826e-16      0.00000
       7.2837938   1.3188966e-16      0.00000
       7.2881029   1.2631845e-16      0.00000
       7.2924119   1.2106115e-16      0.00000
       7.2967210   1.1610483e-16      0.00000
       7.3010300   1.1143088e-16      0.00000
