ORIGINAL FILENAME:
Qkl_094_chianti.ioneq_sun_coronal_1992_feldman_ext.abund.AIA-lastoptimizedWL-photons-Abund-1e-3-ALL-withCONTINUUM_Ne1E08_C71.extended.interpolated.out
Files used for ioneq and abundance:
chianti.ioneq
sun_coronal_1992_feldman_ext.abund
Ne, logEM:
  1.00000e+08      16.0000
Instr-fwhm, NTemp, w1, w2, w-bin, Nlambda
   0.00100000     535      85     100   0.00100000      15001.0
Renorm. Const for PHI:
     0.623323
       logTe[K]     Integral(d_lambda*Emissivity(lambda)*phi_peak1(lambda))/N_e^2    Sum/N_e^2
       5.5860301   3.9107160e-17      0.00000
       5.5903392   4.0788223e-17      0.00000
       5.5946482   4.2469286e-17      0.00000
       5.5989572   4.4150348e-17      0.00000
       5.6032663   4.5831411e-17      0.00000
       5.6075753   4.7624079e-17      0.00000
       5.6118844   4.9452466e-17      0.00000
       5.6161934   5.1280852e-17      0.00000
       5.6205025   5.3109238e-17      0.00000
       5.6248115   5.4937624e-17      0.00000
       5.6291206   5.6807950e-17      0.00000
       5.6334296   5.8751655e-17      0.00000
       5.6377387   6.0695360e-17      0.00000
       5.6420477   6.2639065e-17      0.00000
       5.6463567   6.4582771e-17      0.00000
       5.6506658   6.6526476e-17      0.00000
       5.6549748   6.8535709e-17      0.00000
       5.6592839   7.0546990e-17      0.00000
       5.6635929   7.2558272e-17      0.00000
       5.6679020   7.4569554e-17      0.00000
       5.6722110   7.6580835e-17      0.00000
       5.6765201   7.8616660e-17      0.00000
       5.6808291   8.0670565e-17      0.00000
       5.6851381   8.2724471e-17      0.00000
       5.6894472   8.4778376e-17      0.00000
       5.6937562   8.6832281e-17      0.00000
       5.6980653   8.8440436e-17      0.00000
       5.7023743   9.0483019e-17      0.00000
       5.7066834   9.2541512e-17      0.00000
       5.7109924   9.4600411e-17      0.00000
       5.7153015   9.6660773e-17      0.00000
       5.7196105   9.8723991e-17      0.00000
       5.7239195   1.0079214e-16      0.00000
       5.7282286   1.0286503e-16      0.00000
       5.7325376   1.0494298e-16      0.00000
       5.7368467   1.0702622e-16      0.00000
       5.7411557   1.0911562e-16      0.00000
       5.7454648   1.1121022e-16      0.00000
       5.7497738   1.1330806e-16      0.00000
       5.7540829   1.1540972e-16      0.00000
       5.7583919   1.1751663e-16      0.00000
       5.7627010   1.1963574e-16      0.00000
       5.7670100   1.2177117e-16      0.00000
       5.7713190   1.2392438e-16      0.00000
       5.7756281   1.2609761e-16      0.00000
       5.7799371   1.2829289e-16      0.00000
       5.7842462   1.3052080e-16      0.00000
       5.7885552   1.3277412e-16      0.00000
       5.7928643   1.3505223e-16      0.00000
       5.7971733   1.3735438e-16      0.00000
       5.8014824   1.3968078e-16      0.00000
       5.8057914   1.4203607e-16      0.00000
       5.8101004   1.4441814e-16      0.00000
       5.8144095   1.4682959e-16      0.00000
       5.8187185   1.4927267e-16      0.00000
       5.8230276   1.5175486e-16      0.00000
       5.8273366   1.5427970e-16      0.00000
       5.8316457   1.5683945e-16      0.00000
       5.8359547   1.5943314e-16      0.00000
       5.8402638   1.6205936e-16      0.00000
       5.8445728   1.6472175e-16      0.00000
       5.8488819   1.6740965e-16      0.00000
       5.8531909   1.7011643e-16      0.00000
       5.8574999   1.7284142e-16      0.00000
       5.8618090   1.7558558e-16      0.00000
       5.8661180   1.7835628e-16      0.00000
       5.8704271   1.8114794e-16      0.00000
       5.8747361   1.8395850e-16      0.00000
       5.8790452   1.8678606e-16      0.00000
       5.8833542   1.8962869e-16      0.00000
       5.8876633   1.9248209e-16      0.00000
       5.8919723   1.9533561e-16      0.00000
       5.8962813   1.9818213e-16      0.00000
       5.9005904   2.0101433e-16      0.00000
       5.9048994   2.0381995e-16      0.00000
       5.9092085   2.0659464e-16      0.00000
       5.9135175   2.0934358e-16      0.00000
       5.9178266   2.1206542e-16      0.00000
       5.9221356   2.1475821e-16      0.00000
       5.9264447   2.1741027e-16      0.00000
       5.9307537   2.2001704e-16      0.00000
       5.9350628   2.2257599e-16      0.00000
       5.9393718   2.2507964e-16      0.00000
       5.9436808   2.2751976e-16      0.00000
       5.9479899   2.2985686e-16      0.00000
       5.9522989   2.3209342e-16      0.00000
       5.9566080   2.3423197e-16      0.00000
       5.9609170   2.3627199e-16      0.00000
       5.9652261   2.3821124e-16      0.00000
       5.9695351   2.4001924e-16      0.00000
       5.9738442   2.4172520e-16      0.00000
       5.9781532   2.4332502e-16      0.00000
       5.9824622   2.4481372e-16      0.00000
       5.9867713   2.4616996e-16      0.00000
       5.9910803   2.4736328e-16      0.00000
       5.9953894   2.4841112e-16      0.00000
       5.9996984   2.4929991e-16      0.00000
       6.0040075   2.5001987e-16      0.00000
       6.0083165   2.5054311e-16      0.00000
       6.0126256   2.5088288e-16      0.00000
       6.0169346   2.5106857e-16      0.00000
       6.0212436   2.5110226e-16      0.00000
       6.0255527   2.5098513e-16      0.00000
       6.0298617   2.5067197e-16      0.00000
       6.0341708   2.5019094e-16      0.00000
       6.0384798   2.4954761e-16      0.00000
       6.0427889   2.4873577e-16      0.00000
       6.0470979   2.4774556e-16      0.00000
       6.0514070   2.4649956e-16      0.00000
       6.0557160   2.4506490e-16      0.00000
       6.0600251   2.4345203e-16      0.00000
       6.0643341   2.4167106e-16      0.00000
       6.0686431   2.3971691e-16      0.00000
       6.0729522   2.3757772e-16      0.00000
       6.0772612   2.3529922e-16      0.00000
       6.0815703   2.3288502e-16      0.00000
       6.0858793   2.3033800e-16      0.00000
       6.0901884   2.2763632e-16      0.00000
       6.0944974   2.2478151e-16      0.00000
       6.0988065   2.2179544e-16      0.00000
       6.1031155   2.1868246e-16      0.00000
       6.1074245   2.1545097e-16      0.00000
       6.1117336   2.1210469e-16      0.00000
       6.1160426   2.0869066e-16      0.00000
       6.1203517   2.0523351e-16      0.00000
       6.1246607   2.0174855e-16      0.00000
       6.1289698   1.9825021e-16      0.00000
       6.1332788   1.9476061e-16      0.00000
       6.1375879   1.9129384e-16      0.00000
       6.1418969   1.8785926e-16      0.00000
       6.1462060   1.8446518e-16      0.00000
       6.1505150   1.8112317e-16      0.00000
       6.1548240   1.7786455e-16      0.00000
       6.1591331   1.7470426e-16      0.00000
       6.1634421   1.7166428e-16      0.00000
       6.1677512   1.6876519e-16      0.00000
       6.1720602   1.6605649e-16      0.00000
       6.1763693   1.6356989e-16      0.00000
       6.1806783   1.6128187e-16      0.00000
       6.1849874   1.5919918e-16      0.00000
       6.1892964   1.5732668e-16      0.00000
       6.1936054   1.5571847e-16      0.00000
       6.1979145   1.5433782e-16      0.00000
       6.2022235   1.5315431e-16      0.00000
       6.2065326   1.5216775e-16      0.00000
       6.2108416   1.5138186e-16      0.00000
       6.2151507   1.5086778e-16      0.00000
       6.2194597   1.5055561e-16      0.00000
       6.2237688   1.5042904e-16      0.00000
       6.2280778   1.5047447e-16      0.00000
       6.2323869   1.5068241e-16      0.00000
       6.2366959   1.5104300e-16      0.00000
       6.2410049   1.5147734e-16      0.00000
       6.2453140   1.5195030e-16      0.00000
       6.2496230   1.5242524e-16      0.00000
       6.2539321   1.5284854e-16      0.00000
       6.2582411   1.5317849e-16      0.00000
       6.2625502   1.5341384e-16      0.00000
       6.2668592   1.5353912e-16      0.00000
       6.2711683   1.5353782e-16      0.00000
       6.2754773   1.5335040e-16      0.00000
       6.2797863   1.5295657e-16      0.00000
       6.2840954   1.5235542e-16      0.00000
       6.2884044   1.5152605e-16      0.00000
       6.2927135   1.5044739e-16      0.00000
       6.2970225   1.4900027e-16      0.00000
       6.3013316   1.4723057e-16      0.00000
       6.3056406   1.4516085e-16      0.00000
       6.3099497   1.4280725e-16      0.00000
       6.3142587   1.4018564e-16      0.00000
       6.3185678   1.3727203e-16      0.00000
       6.3228768   1.3417188e-16      0.00000
       6.3271858   1.3090662e-16      0.00000
       6.3314949   1.2749706e-16      0.00000
       6.3358039   1.2395203e-16      0.00000
       6.3401130   1.2029328e-16      0.00000
       6.3444220   1.1656645e-16      0.00000
       6.3487311   1.1278720e-16      0.00000
       6.3530401   1.0897231e-16      0.00000
       6.3573492   1.0514931e-16      0.00000
       6.3616582   1.0136668e-16      0.00000
       6.3659672   9.7647463e-17      0.00000
       6.3702763   9.4011961e-17      0.00000
       6.3745853   9.0478831e-17      0.00000
       6.3788944   8.7107664e-17      0.00000
       6.3832034   8.3890598e-17      0.00000
       6.3875125   8.0828594e-17      0.00000
       6.3918215   7.7929907e-17      0.00000
       6.3961306   7.5205040e-17      0.00000
       6.4004396   7.2719953e-17      0.00000
       6.4047486   7.0419326e-17      0.00000
       6.4090577   6.8306834e-17      0.00000
       6.4133667   6.6385598e-17      0.00000
       6.4176758   6.4678595e-17      0.00000
       6.4219848   6.3218303e-17      0.00000
       6.4262939   6.1954786e-17      0.00000
       6.4306029   6.0887853e-17      0.00000
       6.4349120   6.0017105e-17      0.00000
       6.4392210   5.9378357e-17      0.00000
       6.4435301   5.8965909e-17      0.00000
       6.4478391   5.8744250e-17      0.00000
       6.4521481   5.8711480e-17      0.00000
       6.4564572   5.8865778e-17      0.00000
       6.4607662   5.9256363e-17      0.00000
       6.4650753   5.9846867e-17      0.00000
       6.4693843   6.0620321e-17      0.00000
       6.4736934   6.1576011e-17      0.00000
       6.4780024   6.2713220e-17      0.00000
       6.4823115   6.4095982e-17      0.00000
       6.4866205   6.5658631e-17      0.00000
       6.4909295   6.7400194e-17      0.00000
       6.4952386   6.9319881e-17      0.00000
       6.4995476   7.1431548e-17      0.00000
       6.5038567   7.3767976e-17      0.00000
       6.5081657   7.6280807e-17      0.00000
       6.5124748   7.8970906e-17      0.00000
       6.5167838   8.1839189e-17      0.00000
       6.5210929   8.4917295e-17      0.00000
       6.5254019   8.8211396e-17      0.00000
       6.5297110   9.1687808e-17      0.00000
       6.5340200   9.5347277e-17      0.00000
       6.5383290   9.9190493e-17      0.00000
       6.5426381   1.0326480e-16      0.00000
       6.5469471   1.0754317e-16      0.00000
       6.5512562   1.1200456e-16      0.00000
       6.5555652   1.1664956e-16      0.00000
       6.5598743   1.2147991e-16      0.00000
       6.5641833   1.2656245e-16      0.00000
       6.5684924   1.3184032e-16      0.00000
       6.5728014   1.3731069e-16      0.00000
       6.5771104   1.4297510e-16      0.00000
       6.5814195   1.4884799e-16      0.00000
       6.5857285   1.5497502e-16      0.00000
       6.5900376   1.6129770e-16      0.00000
       6.5943466   1.6781496e-16      0.00000
       6.5986557   1.7452519e-16      0.00000
       6.6029647   1.8145400e-16      0.00000
       6.6072738   1.8861310e-16      0.00000
       6.6115828   1.9596386e-16      0.00000
       6.6158919   2.0350724e-16      0.00000
       6.6202009   2.1124388e-16      0.00000
       6.6245099   2.1921919e-16      0.00000
       6.6288190   2.2741106e-16      0.00000
       6.6331280   2.3579267e-16      0.00000
       6.6374371   2.4436118e-16      0.00000
       6.6417461   2.5311319e-16      0.00000
       6.6460552   2.6209766e-16      0.00000
       6.6503642   2.7125548e-16      0.00000
       6.6546733   2.8057360e-16      0.00000
       6.6589823   2.9004904e-16      0.00000
       6.6632913   2.9968844e-16      0.00000
       6.6676004   3.0952973e-16      0.00000
       6.6719094   3.1951900e-16      0.00000
       6.6762185   3.2965140e-16      0.00000
       6.6805275   3.3992136e-16      0.00000
       6.6848366   3.5033750e-16      0.00000
       6.6891456   3.6089656e-16      0.00000
       6.6934547   3.7155641e-16      0.00000
       6.6977637   3.8230398e-16      0.00000
       6.7020727   3.9312606e-16      0.00000
       6.7063818   4.0401948e-16      0.00000
       6.7106908   4.1497009e-16      0.00000
       6.7149999   4.2596187e-16      0.00000
       6.7193089   4.3698776e-16      0.00000
       6.7236180   4.4804020e-16      0.00000
       6.7279270   4.5910447e-16      0.00000
       6.7322361   4.7015752e-16      0.00000
       6.7365451   4.8118278e-16      0.00000
       6.7408542   4.9216301e-16      0.00000
       6.7451632   5.0307741e-16      0.00000
       6.7494722   5.1385933e-16      0.00000
       6.7537813   5.2451116e-16      0.00000
       6.7580903   5.3502130e-16      0.00000
       6.7623994   5.4537965e-16      0.00000
       6.7667084   5.5555872e-16      0.00000
       6.7710175   5.6551036e-16      0.00000
       6.7753265   5.7525998e-16      0.00000
       6.7796356   5.8479047e-16      0.00000
       6.7839446   5.9408337e-16      0.00000
       6.7882536   6.0306046e-16      0.00000
       6.7925627   6.1168432e-16      0.00000
       6.7968717   6.1997071e-16      0.00000
       6.8011808   6.2789208e-16      0.00000
       6.8054898   6.3542329e-16      0.00000
       6.8097989   6.4243553e-16      0.00000
       6.8141079   6.4899557e-16      0.00000
       6.8184170   6.5512595e-16      0.00000
       6.8227260   6.6081497e-16      0.00000
       6.8270351   6.6604871e-16      0.00000
       6.8313441   6.7062955e-16      0.00000
       6.8356531   6.7470008e-16      0.00000
       6.8399622   6.7823760e-16      0.00000
       6.8442712   6.8121808e-16      0.00000
       6.8485803   6.8356005e-16      0.00000
       6.8528893   6.8510275e-16      0.00000
       6.8571984   6.8601330e-16      0.00000
       6.8615074   6.8629613e-16      0.00000
       6.8658165   6.8595598e-16      0.00000
       6.8701255   6.8488905e-16      0.00000
       6.8744345   6.8308592e-16      0.00000
       6.8787436   6.8065893e-16      0.00000
       6.8830526   6.7760278e-16      0.00000
       6.8873617   6.7391073e-16      0.00000
       6.8916707   6.6940223e-16      0.00000
       6.8959798   6.6415836e-16      0.00000
       6.9002888   6.5823352e-16      0.00000
       6.9045979   6.5162991e-16      0.00000
       6.9089069   6.4436026e-16      0.00000
       6.9132160   6.3625298e-16      0.00000
       6.9175250   6.2755044e-16      0.00000
       6.9218340   6.1828429e-16      0.00000
       6.9261431   6.0847287e-16      0.00000
       6.9304521   5.9809723e-16      0.00000
       6.9347612   5.8706784e-16      0.00000
       6.9390702   5.7554782e-16      0.00000
       6.9433793   5.6354524e-16      0.00000
       6.9476883   5.5106764e-16      0.00000
       6.9519974   5.3805158e-16      0.00000
       6.9563064   5.2452564e-16      0.00000
       6.9606154   5.1064420e-16      0.00000
       6.9649245   4.9645319e-16      0.00000
       6.9692335   4.8199600e-16      0.00000
       6.9735426   4.6727430e-16      0.00000
       6.9778516   4.5237022e-16      0.00000
       6.9821607   4.3733655e-16      0.00000
       6.9864697   4.2219815e-16      0.00000
       6.9907788   4.0697800e-16      0.00000
       6.9950878   3.9168880e-16      0.00000
       6.9993969   3.7637175e-16      0.00000
       7.0037059   3.6106065e-16      0.00000
       7.0080149   3.4579414e-16      0.00000
       7.0123240   3.3062681e-16      0.00000
       7.0166330   3.1567087e-16      0.00000
       7.0209421   3.0092517e-16      0.00000
       7.0252511   2.8641657e-16      0.00000
       7.0295602   2.7216838e-16      0.00000
       7.0338692   2.5823971e-16      0.00000
       7.0381783   2.4468845e-16      0.00000
       7.0424873   2.3145734e-16      0.00000
       7.0467963   2.1855379e-16      0.00000
       7.0511054   2.0598550e-16      0.00000
       7.0554144   1.9384398e-16      0.00000
       7.0597235   1.8214767e-16      0.00000
       7.0640325   1.7086431e-16      0.00000
       7.0683416   1.6000778e-16      0.00000
       7.0726506   1.4958868e-16      0.00000
       7.0769597   1.3974886e-16      0.00000
       7.0812687   1.3037796e-16      0.00000
       7.0855777   1.2144554e-16      0.00000
       7.0898868   1.1294547e-16      0.00000
       7.0941958   1.0488172e-16      0.00000
       7.0985049   9.7364377e-17      0.00000
       7.1028139   9.0242680e-17      0.00000
       7.1071230   8.3513613e-17      0.00000
       7.1114320   7.7173674e-17      0.00000
       7.1157411   7.1260469e-17      0.00000
       7.1200501   6.5809061e-17      0.00000
       7.1243592   6.0711741e-17      0.00000
       7.1286682   5.5955699e-17      0.00000
       7.1329772   5.1527620e-17      0.00000
       7.1372863   4.7470535e-17      0.00000
       7.1415953   4.3747197e-17      0.00000
       7.1459044   4.0292600e-17      0.00000
       7.1502134   3.7092771e-17      0.00000
       7.1545225   3.4134125e-17      0.00000
       7.1588315   3.1463678e-17      0.00000
       7.1631406   2.9016653e-17      0.00000
       7.1674496   2.6764368e-17      0.00000
       7.1717586   2.4695782e-17      0.00000
       7.1760677   2.2801100e-17      0.00000
       7.1803767   2.1096913e-17      0.00000
       7.1846858   1.9547025e-17      0.00000
       7.1889948   1.8138947e-17      0.00000
       7.1933039   1.6862748e-17      0.00000
       7.1976129   1.5704302e-17      0.00000
       7.2019220   1.4653514e-17      0.00000
       7.2062310   1.3701283e-17      0.00000
       7.2105401   1.2838841e-17      0.00000
       7.2148491   1.2059567e-17      0.00000
       7.2191581   1.1354502e-17      0.00000
       7.2234672   1.0717649e-17      0.00000
       7.2277762   1.0142574e-17      0.00000
       7.2320853   9.6229786e-18      0.00000
       7.2363943   9.1549041e-18      0.00000
       7.2407034   8.7317290e-18      0.00000
       7.2450124   8.3492595e-18      0.00000
       7.2493215   8.0042476e-18      0.00000
       7.2536305   7.6846935e-18      0.00000
       7.2579395   7.4041317e-18      0.00000
       7.2622486   7.1505760e-18      0.00000
       7.2665576   6.9212342e-18      0.00000
       7.2708667   6.7139972e-18      0.00000
       7.2751757   6.5264909e-18      0.00000
       7.2794848   6.3568134e-18      0.00000
       7.2837938   6.2027943e-18      0.00000
       7.2881029   6.0633320e-18      0.00000
       7.2924119   5.9366640e-18      0.00000
       7.2967210   5.8215848e-18      0.00000
       7.3010300   5.7168720e-18      0.00000
