ORIGINAL FILENAME:
Qkl_211_chianti.ioneq_sun_coronal_1992_feldman_ext.abund.AIA-lastoptimizedWL-photons-Abund-1e-3-ALL-withCONTINUUM_Ne1E08_C71.extended.interpolated.out
Files used for ioneq and abundance:
chianti.ioneq
sun_coronal_1992_feldman_ext.abund
Ne, logEM:
  1.00000e+08      16.0000
Instr-fwhm, NTemp, w1, w2, w-bin, Nlambda
   0.00100000     535      85     100   0.00100000      15001.0
Renorm. Const for PHI:
     0.623323
       logTe[K]     Integral(d_lambda*Emissivity(lambda)*phi_peak1(lambda))/N_e^2    Sum/N_e^2
       5.1551256   1.4804529e-15      0.00000
       5.1594347   1.5090547e-15      0.00000
       5.1637437   1.5382459e-15      0.00000
       5.1680528   1.5692797e-15      0.00000
       5.1723618   1.6003135e-15      0.00000
       5.1766708   1.6313473e-15      0.00000
       5.1809799   1.6623811e-15      0.00000
       5.1852889   1.6934149e-15      0.00000
       5.1895980   1.7257948e-15      0.00000
       5.1939070   1.7584151e-15      0.00000
       5.1982161   1.7910353e-15      0.00000
       5.2025251   1.8236556e-15      0.00000
       5.2068342   1.8562759e-15      0.00000
       5.2111432   1.8890425e-15      0.00000
       5.2154522   1.9219850e-15      0.00000
       5.2197613   1.9549274e-15      0.00000
       5.2240703   1.9878698e-15      0.00000
       5.2283794   2.0208122e-15      0.00000
       5.2326884   2.0537002e-15      0.00000
       5.2369975   2.0857454e-15      0.00000
       5.2413065   2.1177907e-15      0.00000
       5.2456156   2.1498360e-15      0.00000
       5.2499246   2.1818812e-15      0.00000
       5.2542337   2.2139265e-15      0.00000
       5.2585427   2.2444035e-15      0.00000
       5.2628517   2.2740962e-15      0.00000
       5.2671608   2.3037889e-15      0.00000
       5.2714698   2.3334817e-15      0.00000
       5.2757789   2.3631744e-15      0.00000
       5.2800879   2.3923069e-15      0.00000
       5.2843970   2.4199455e-15      0.00000
       5.2887060   2.4475842e-15      0.00000
       5.2930151   2.4752229e-15      0.00000
       5.2973241   2.5028615e-15      0.00000
       5.3016331   2.5305002e-15      0.00000
       5.3059422   2.5551440e-15      0.00000
       5.3102512   2.5793748e-15      0.00000
       5.3145603   2.6036056e-15      0.00000
       5.3188693   2.6278363e-15      0.00000
       5.3231784   2.6520671e-15      0.00000
       5.3274874   2.6743975e-15      0.00000
       5.3317965   2.6947093e-15      0.00000
       5.3361055   2.7150211e-15      0.00000
       5.3404145   2.7353329e-15      0.00000
       5.3447236   2.7556447e-15      0.00000
       5.3490326   2.7753409e-15      0.00000
       5.3533417   2.7888811e-15      0.00000
       5.3576507   2.8024212e-15      0.00000
       5.3619598   2.8159614e-15      0.00000
       5.3662688   2.8295016e-15      0.00000
       5.3705779   2.8430418e-15      0.00000
       5.3748869   2.8492263e-15      0.00000
       5.3791960   2.8522134e-15      0.00000
       5.3835050   2.8552006e-15      0.00000
       5.3878140   2.8581877e-15      0.00000
       5.3921231   2.8611749e-15      0.00000
       5.3964321   2.8593950e-15      0.00000
       5.4007412   2.8466512e-15      0.00000
       5.4050502   2.8339073e-15      0.00000
       5.4093593   2.8211635e-15      0.00000
       5.4136683   2.8084197e-15      0.00000
       5.4179774   2.7956758e-15      0.00000
       5.4222864   2.7685415e-15      0.00000
       5.4265954   2.7399673e-15      0.00000
       5.4309045   2.7113931e-15      0.00000
       5.4352135   2.6828188e-15      0.00000
       5.4395226   2.6542446e-15      0.00000
       5.4438316   2.6188575e-15      0.00000
       5.4481407   2.5770587e-15      0.00000
       5.4524497   2.5352598e-15      0.00000
       5.4567588   2.4934609e-15      0.00000
       5.4610678   2.4516620e-15      0.00000
       5.4653769   2.4094490e-15      0.00000
       5.4696859   2.3642324e-15      0.00000
       5.4739949   2.3190158e-15      0.00000
       5.4783040   2.2737992e-15      0.00000
       5.4826130   2.2285826e-15      0.00000
       5.4869221   2.1833660e-15      0.00000
       5.4912311   2.1426425e-15      0.00000
       5.4955402   2.1036038e-15      0.00000
       5.4998492   2.0645650e-15      0.00000
       5.5041583   2.0255263e-15      0.00000
       5.5084673   1.9864876e-15      0.00000
       5.5127763   1.9510513e-15      0.00000
       5.5170854   1.9228207e-15      0.00000
       5.5213944   1.8945902e-15      0.00000
       5.5257035   1.8663596e-15      0.00000
       5.5300125   1.8381291e-15      0.00000
       5.5343216   1.8098985e-15      0.00000
       5.5386306   1.7924513e-15      0.00000
       5.5429397   1.7756994e-15      0.00000
       5.5472487   1.7589475e-15      0.00000
       5.5515578   1.7421957e-15      0.00000
       5.5558668   1.7254438e-15      0.00000
       5.5601758   1.7134217e-15      0.00000
       5.5644849   1.7053414e-15      0.00000
       5.5687939   1.6972611e-15      0.00000
       5.5731030   1.6891809e-15      0.00000
       5.5774120   1.6811006e-15      0.00000
       5.5817211   1.6739228e-15      0.00000
       5.5860301   1.6717972e-15      0.00000
       5.5903392   1.6696716e-15      0.00000
       5.5946482   1.6675460e-15      0.00000
       5.5989572   1.6654205e-15      0.00000
       5.6032663   1.6632949e-15      0.00000
       5.6075753   1.6639461e-15      0.00000
       5.6118844   1.6654860e-15      0.00000
       5.6161934   1.6670259e-15      0.00000
       5.6205025   1.6685658e-15      0.00000
       5.6248115   1.6701057e-15      0.00000
       5.6291206   1.6726002e-15      0.00000
       5.6334296   1.6767651e-15      0.00000
       5.6377387   1.6809300e-15      0.00000
       5.6420477   1.6850949e-15      0.00000
       5.6463567   1.6892598e-15      0.00000
       5.6506658   1.6934246e-15      0.00000
       5.6549748   1.6994498e-15      0.00000
       5.6592839   1.7055330e-15      0.00000
       5.6635929   1.7116163e-15      0.00000
       5.6679020   1.7176996e-15      0.00000
       5.6722110   1.7237829e-15      0.00000
       5.6765201   1.7310434e-15      0.00000
       5.6808291   1.7391713e-15      0.00000
       5.6851381   1.7472992e-15      0.00000
       5.6894472   1.7554271e-15      0.00000
       5.6937562   1.7635550e-15      0.00000
       5.6980653   1.7720366e-15      0.00000
       5.7023743   1.7821097e-15      0.00000
       5.7066834   1.7921828e-15      0.00000
       5.7109924   1.8022560e-15      0.00000
       5.7153015   1.8123291e-15      0.00000
       5.7196105   1.8224022e-15      0.00000
       5.7239195   1.8343020e-15      0.00000
       5.7282286   1.8466935e-15      0.00000
       5.7325376   1.8590849e-15      0.00000
       5.7368467   1.8714764e-15      0.00000
       5.7411557   1.8838678e-15      0.00000
       5.7454648   1.8970783e-15      0.00000
       5.7497738   1.9115486e-15      0.00000
       5.7540829   1.9260190e-15      0.00000
       5.7583919   1.9404894e-15      0.00000
       5.7627010   1.9549597e-15      0.00000
       5.7670100   1.9694300e-15      0.00000
       5.7713190   1.9861694e-15      0.00000
       5.7756281   2.0029088e-15      0.00000
       5.7799371   2.0196482e-15      0.00000
       5.7842462   2.0363876e-15      0.00000
       5.7885552   2.0531270e-15      0.00000
       5.7928643   2.0710266e-15      0.00000
       5.7971733   2.0896803e-15      0.00000
       5.8014824   2.1083340e-15      0.00000
       5.8057914   2.1269877e-15      0.00000
       5.8101004   2.1456414e-15      0.00000
       5.8144095   2.1646506e-15      0.00000
       5.8187185   2.1849803e-15      0.00000
       5.8230276   2.2053100e-15      0.00000
       5.8273366   2.2256397e-15      0.00000
       5.8316457   2.2459695e-15      0.00000
       5.8359547   2.2662992e-15      0.00000
       5.8402638   2.2875287e-15      0.00000
       5.8445728   2.3089581e-15      0.00000
       5.8488819   2.3303875e-15      0.00000
       5.8531909   2.3518169e-15      0.00000
       5.8574999   2.3732464e-15      0.00000
       5.8618090   2.3947405e-15      0.00000
       5.8661180   2.4163226e-15      0.00000
       5.8704271   2.4379046e-15      0.00000
       5.8747361   2.4594866e-15      0.00000
       5.8790452   2.4810687e-15      0.00000
       5.8833542   2.5026338e-15      0.00000
       5.8876633   2.5236570e-15      0.00000
       5.8919723   2.5446803e-15      0.00000
       5.8962813   2.5657035e-15      0.00000
       5.9005904   2.5867268e-15      0.00000
       5.9048994   2.6077501e-15      0.00000
       5.9092085   2.6277873e-15      0.00000
       5.9135175   2.6472610e-15      0.00000
       5.9178266   2.6667347e-15      0.00000
       5.9221356   2.6862084e-15      0.00000
       5.9264447   2.7056821e-15      0.00000
       5.9307537   2.7249973e-15      0.00000
       5.9350628   2.7438171e-15      0.00000
       5.9393718   2.7626369e-15      0.00000
       5.9436808   2.7814568e-15      0.00000
       5.9479899   2.8002766e-15      0.00000
       5.9522989   2.8190964e-15      0.00000
       5.9566080   2.8382253e-15      0.00000
       5.9609170   2.8574094e-15      0.00000
       5.9652261   2.8765935e-15      0.00000
       5.9695351   2.8957776e-15      0.00000
       5.9738442   2.9149617e-15      0.00000
       5.9781532   2.9364328e-15      0.00000
       5.9824622   2.9606478e-15      0.00000
       5.9867713   2.9848629e-15      0.00000
       5.9910803   3.0090780e-15      0.00000
       5.9953894   3.0332930e-15      0.00000
       5.9996984   3.0580949e-15      0.00000
       6.0040075   3.0919934e-15      0.00000
       6.0083165   3.1258920e-15      0.00000
       6.0126256   3.1597906e-15      0.00000
       6.0169346   3.1936892e-15      0.00000
       6.0212436   3.2275878e-15      0.00000
       6.0255527   3.2743747e-15      0.00000
       6.0298617   3.3276045e-15      0.00000
       6.0341708   3.3808343e-15      0.00000
       6.0384798   3.4340640e-15      0.00000
       6.0427889   3.4872938e-15      0.00000
       6.0470979   3.5485924e-15      0.00000
       6.0514070   3.6314086e-15      0.00000
       6.0557160   3.7142248e-15      0.00000
       6.0600251   3.7970410e-15      0.00000
       6.0643341   3.8798572e-15      0.00000
       6.0686431   3.9626734e-15      0.00000
       6.0729522   4.0859320e-15      0.00000
       6.0772612   4.2147719e-15      0.00000
       6.0815703   4.3436117e-15      0.00000
       6.0858793   4.4724516e-15      0.00000
       6.0901884   4.6012915e-15      0.00000
       6.0944974   4.7605699e-15      0.00000
       6.0988065   4.9521893e-15      0.00000
       6.1031155   5.1438087e-15      0.00000
       6.1074245   5.3354280e-15      0.00000
       6.1117336   5.5270474e-15      0.00000
       6.1160426   5.7261057e-15      0.00000
       6.1203517   5.9995999e-15      0.00000
       6.1246607   6.2730941e-15      0.00000
       6.1289698   6.5465884e-15      0.00000
       6.1332788   6.8200826e-15      0.00000
       6.1375879   7.0935768e-15      0.00000
       6.1418969   7.4301623e-15      0.00000
       6.1462060   7.7941779e-15      0.00000
       6.1505150   8.1581935e-15      0.00000
       6.1548240   8.5222091e-15      0.00000
       6.1591331   8.8862247e-15      0.00000
       6.1634421   9.2575232e-15      0.00000
       6.1677512   9.6522239e-15      0.00000
       6.1720602   1.0086144e-14      0.00000
       6.1763693   1.0535401e-14      0.00000
       6.1806783   1.0996107e-14      0.00000
       6.1849874   1.1466863e-14      0.00000
       6.1892964   1.1946062e-14      0.00000
       6.1936054   1.2432264e-14      0.00000
       6.1979145   1.2920054e-14      0.00000
       6.2022235   1.3405723e-14      0.00000
       6.2065326   1.3859362e-14      0.00000
       6.2108416   1.4239553e-14      0.00000
       6.2151507   1.4708757e-14      0.00000
       6.2194597   1.5202644e-14      0.00000
       6.2237688   1.5668197e-14      0.00000
       6.2280778   1.6089350e-14      0.00000
       6.2323869   1.6488715e-14      0.00000
       6.2366959   1.6854607e-14      0.00000
       6.2410049   1.7189369e-14      0.00000
       6.2453140   1.7488893e-14      0.00000
       6.2496230   1.7749063e-14      0.00000
       6.2539321   1.7958482e-14      0.00000
       6.2582411   1.8111356e-14      0.00000
       6.2625502   1.8217724e-14      0.00000
       6.2668592   1.8277539e-14      0.00000
       6.2711683   1.8290770e-14      0.00000
       6.2754773   1.8246644e-14      0.00000
       6.2797863   1.8149617e-14      0.00000
       6.2840954   1.8005797e-14      0.00000
       6.2884044   1.7815157e-14      0.00000
       6.2927135   1.7577669e-14      0.00000
       6.2970225   1.7278659e-14      0.00000
       6.3013316   1.6931291e-14      0.00000
       6.3056406   1.6541303e-14      0.00000
       6.3099497   1.6112907e-14      0.00000
       6.3142587   1.5650187e-14      0.00000
       6.3185678   1.5153360e-14      0.00000
       6.3228768   1.4637002e-14      0.00000
       6.3271858   1.4104790e-14      0.00000
       6.3314949   1.3560189e-14      0.00000
       6.3358039   1.3005914e-14      0.00000
       6.3401130   1.2446196e-14      0.00000
       6.3444220   1.1885322e-14      0.00000
       6.3487311   1.1325264e-14      0.00000
       6.3530401   1.0768026e-14      0.00000
       6.3573492   1.0218043e-14      0.00000
       6.3616582   9.6797670e-15      0.00000
       6.3659672   9.1542001e-15      0.00000
       6.3702763   8.6430318e-15      0.00000
       6.3745853   8.1477152e-15      0.00000
       6.3788944   7.6748829e-15      0.00000
       6.3832034   7.2212211e-15      0.00000
       6.3875125   6.7864592e-15      0.00000
       6.3918215   6.3709238e-15      0.00000
       6.3961306   5.9748548e-15      0.00000
       6.4004396   5.6036412e-15      0.00000
       6.4047486   5.2507439e-15      0.00000
       6.4090577   4.9158845e-15      0.00000
       6.4133667   4.5987325e-15      0.00000
       6.4176758   4.3006264e-15      0.00000
       6.4219848   4.0232891e-15      0.00000
       6.4262939   3.7617204e-15      0.00000
       6.4306029   3.5153577e-15      0.00000
       6.4349120   3.2836333e-15      0.00000
       6.4392210   3.0684200e-15      0.00000
       6.4435301   2.8683990e-15      0.00000
       6.4478391   2.6806311e-15      0.00000
       6.4521481   2.5045417e-15      0.00000
       6.4564572   2.3395589e-15      0.00000
       6.4607662   2.1877922e-15      0.00000
       6.4650753   2.0464526e-15      0.00000
       6.4693843   1.9141698e-15      0.00000
       6.4736934   1.7904916e-15      0.00000
       6.4780024   1.6749753e-15      0.00000
       6.4823115   1.5696775e-15      0.00000
       6.4866205   1.4712975e-15      0.00000
       6.4909295   1.3794612e-15      0.00000
       6.4952386   1.2938167e-15      0.00000
       6.4995476   1.2144694e-15      0.00000
       6.5038567   1.1419215e-15      0.00000
       6.5081657   1.0742786e-15      0.00000
       6.5124748   1.0112743e-15      0.00000
       6.5167838   9.5265094e-16      0.00000
       6.5210929   8.9879249e-16      0.00000
       6.5254019   8.4938218e-16      0.00000
       6.5297110   8.0343698e-16      0.00000
       6.5340200   7.6074770e-16      0.00000
       6.5383290   7.2111899e-16      0.00000
       6.5426381   6.8511397e-16      0.00000
       6.5469471   6.5201408e-16      0.00000
       6.5512562   6.2132223e-16      0.00000
       6.5555652   5.9289590e-16      0.00000
       6.5598743   5.6662098e-16      0.00000
       6.5641833   5.4298935e-16      0.00000
       6.5684924   5.2119946e-16      0.00000
       6.5728014   5.0110771e-16      0.00000
       6.5771104   4.8261524e-16      0.00000
       6.5814195   4.6571015e-16      0.00000
       6.5857285   4.5056486e-16      0.00000
       6.5900376   4.3664800e-16      0.00000
       6.5943466   4.2387665e-16      0.00000
       6.5986557   4.1216883e-16      0.00000
       6.6029647   4.0156961e-16      0.00000
       6.6072738   3.9201174e-16      0.00000
       6.6115828   3.8323473e-16      0.00000
       6.6158919   3.7518241e-16      0.00000
       6.6202009   3.6779929e-16      0.00000
       6.6245099   3.6115100e-16      0.00000
       6.6288190   3.5508066e-16      0.00000
       6.6331280   3.4946040e-16      0.00000
       6.6374371   3.4423823e-16      0.00000
       6.6417461   3.3936247e-16      0.00000
       6.6460552   3.3484126e-16      0.00000
       6.6503642   3.3051573e-16      0.00000
       6.6546733   3.2633621e-16      0.00000
       6.6589823   3.2226988e-16      0.00000
       6.6632913   3.1829225e-16      0.00000
       6.6676004   3.1437723e-16      0.00000
       6.6719094   3.1047460e-16      0.00000
       6.6762185   3.0656159e-16      0.00000
       6.6805275   3.0261563e-16      0.00000
       6.6848366   2.9860230e-16      0.00000
       6.6891456   2.9447331e-16      0.00000
       6.6934547   2.9022157e-16      0.00000
       6.6977637   2.8582648e-16      0.00000
       6.7020727   2.8127036e-16      0.00000
       6.7063818   2.7650472e-16      0.00000
       6.7106908   2.7155966e-16      0.00000
       6.7149999   2.6647276e-16      0.00000
       6.7193089   2.6125457e-16      0.00000
       6.7236180   2.5591511e-16      0.00000
       6.7279270   2.5043760e-16      0.00000
       6.7322361   2.4486106e-16      0.00000
       6.7365451   2.3919951e-16      0.00000
       6.7408542   2.3345997e-16      0.00000
       6.7451632   2.2764762e-16      0.00000
       6.7494722   2.2175207e-16      0.00000
       6.7537813   2.1580979e-16      0.00000
       6.7580903   2.0984371e-16      0.00000
       6.7623994   2.0387613e-16      0.00000
       6.7667084   1.9793352e-16      0.00000
       6.7710175   1.9205422e-16      0.00000
       6.7753265   1.8624523e-16      0.00000
       6.7796356   1.8051819e-16      0.00000
       6.7839446   1.7488351e-16      0.00000
       6.7882536   1.6937218e-16      0.00000
       6.7925627   1.6399259e-16      0.00000
       6.7968717   1.5873088e-16      0.00000
       6.8011808   1.5359062e-16      0.00000
       6.8054898   1.4857553e-16      0.00000
       6.8097989   1.4373213e-16      0.00000
       6.8141079   1.3904266e-16      0.00000
       6.8184170   1.3449873e-16      0.00000
       6.8227260   1.3010186e-16      0.00000
       6.8270351   1.2585289e-16      0.00000
       6.8313441   1.2180415e-16      0.00000
       6.8356531   1.1789961e-16      0.00000
       6.8399622   1.1413651e-16      0.00000
       6.8442712   1.1051175e-16      0.00000
       6.8485803   1.0703320e-16      0.00000
       6.8528893   1.0371806e-16      0.00000
       6.8571984   1.0052713e-16      0.00000
       6.8615074   9.7457638e-17      0.00000
       6.8658165   9.4506733e-17      0.00000
       6.8701255   9.1690256e-17      0.00000
       6.8744345   8.9003433e-17      0.00000
       6.8787436   8.6421026e-17      0.00000
       6.8830526   8.3939311e-17      0.00000
       6.8873617   8.1554568e-17      0.00000
       6.8916707   7.9285252e-17      0.00000
       6.8959798   7.7110639e-17      0.00000
       6.9002888   7.5017750e-17      0.00000
       6.9045979   7.3003519e-17      0.00000
       6.9089069   7.1065218e-17      0.00000
       6.9132160   6.9224531e-17      0.00000
       6.9175250   6.7454316e-17      0.00000
       6.9218340   6.5751283e-17      0.00000
       6.9261431   6.4113315e-17      0.00000
       6.9304521   6.2542212e-17      0.00000
       6.9347612   6.1048526e-17      0.00000
       6.9390702   5.9611519e-17      0.00000
       6.9433793   5.8230007e-17      0.00000
       6.9476883   5.6902231e-17      0.00000
       6.9519974   5.5631950e-17      0.00000
       6.9563064   5.4423907e-17      0.00000
       6.9606154   5.3264318e-17      0.00000
       6.9649245   5.2152709e-17      0.00000
       6.9692335   5.1089052e-17      0.00000
       6.9735426   5.0083748e-17      0.00000
       6.9778516   4.9130106e-17      0.00000
       6.9821607   4.8221547e-17      0.00000
       6.9864697   4.7357236e-17      0.00000
       6.9907788   4.6536312e-17      0.00000
       6.9950878   4.5770926e-17      0.00000
       6.9993969   4.5047288e-17      0.00000
       7.0037059   4.4363160e-17      0.00000
       7.0080149   4.3718025e-17      0.00000
       7.0123240   4.3113385e-17      0.00000
       7.0166330   4.2558769e-17      0.00000
       7.0209421   4.2041324e-17      0.00000
       7.0252511   4.1560272e-17      0.00000
       7.0295602   4.1114734e-17      0.00000
       7.0338692   4.0708005e-17      0.00000
       7.0381783   4.0341170e-17      0.00000
       7.0424873   4.0004891e-17      0.00000
       7.0467963   3.9697610e-17      0.00000
       7.0511054   3.9417742e-17      0.00000
       7.0554144   3.9168804e-17      0.00000
       7.0597235   3.8947365e-17      0.00000
       7.0640325   3.8748912e-17      0.00000
       7.0683416   3.8572415e-17      0.00000
       7.0726506   3.8416783e-17      0.00000
       7.0769597   3.8286551e-17      0.00000
       7.0812687   3.8174375e-17      0.00000
       7.0855777   3.8077796e-17      0.00000
       7.0898868   3.7995356e-17      0.00000
       7.0941958   3.7925784e-17      0.00000
       7.0985049   3.7869387e-17      0.00000
       7.1028139   3.7820366e-17      0.00000
       7.1071230   3.7777800e-17      0.00000
       7.1114320   3.7740873e-17      0.00000
       7.1157411   3.7709302e-17      0.00000
       7.1200501   3.7682306e-17      0.00000
       7.1243592   3.7657906e-17      0.00000
       7.1286682   3.7635314e-17      0.00000
       7.1329772   3.7613726e-17      0.00000
       7.1372863   3.7592040e-17      0.00000
       7.1415953   3.7568699e-17      0.00000
       7.1459044   3.7542806e-17      0.00000
       7.1502134   3.7513487e-17      0.00000
       7.1545225   3.7479944e-17      0.00000
       7.1588315   3.7440397e-17      0.00000
       7.1631406   3.7395723e-17      0.00000
       7.1674496   3.7346238e-17      0.00000
       7.1717586   3.7291950e-17      0.00000
       7.1760677   3.7232880e-17      0.00000
       7.1803767   3.7167425e-17      0.00000
       7.1846858   3.7096454e-17      0.00000
       7.1889948   3.7019790e-17      0.00000
       7.1933039   3.6937376e-17      0.00000
       7.1976129   3.6849013e-17      0.00000
       7.2019220   3.6754290e-17      0.00000
       7.2062310   3.6653466e-17      0.00000
       7.2105401   3.6546918e-17      0.00000
       7.2148491   3.6435028e-17      0.00000
       7.2191581   3.6318191e-17      0.00000
       7.2234672   3.6196736e-17      0.00000
       7.2277762   3.6070956e-17      0.00000
       7.2320853   3.5941175e-17      0.00000
       7.2363943   3.5807753e-17      0.00000
       7.2407034   3.5670646e-17      0.00000
       7.2450124   3.5530025e-17      0.00000
       7.2493215   3.5386145e-17      0.00000
       7.2536305   3.5239136e-17      0.00000
       7.2579395   3.5089320e-17      0.00000
       7.2622486   3.4937007e-17      0.00000
       7.2665576   3.4782564e-17      0.00000
       7.2708667   3.4626201e-17      0.00000
       7.2751757   3.4468321e-17      0.00000
       7.2794848   3.4309151e-17      0.00000
       7.2837938   3.4148361e-17      0.00000
       7.2881029   3.3986845e-17      0.00000
       7.2924119   3.3824197e-17      0.00000
       7.2967210   3.3660727e-17      0.00000
       7.3010300   3.3496536e-17      0.00000
